Institute Name,Program Name,2024-25 Seat Capacity,2024-25 Female Supernumerary,2024-25 Total,2025-26 Seat Capacity,2025-26 Female Supernumerary,2025-26 Total,Difference
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology) Other than ASSAM",81.0,0.0,81.0,81,0,81,0.0
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ASSAM",81.0,0.0,81.0,81,0,81,0.0
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than ASSAM",81.0,0.0,81.0,81,0,81,0.0
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology) ASSAM",80.0,0.0,80.0,80,0,80,0.0
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology) Other than ASSAM",81.0,0.0,81.0,81,0,81,0.0
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) ASSAM",50.0,0.0,50.0,50,0,50,0.0
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) Other than ASSAM",50.0,0.0,50.0,50,0,50,0.0
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",50.0,1.0,51.0,39,1,40,-11.0
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",88.0,3.0,91.0,82,3,85,-6.0
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",39.0,2.0,41.0,63,2,65,24.0
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",54.0,2.0,56.0,50,2,52,-4.0
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",52.0,1.0,53.0,49,1,50,-3.0
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",56.0,3.0,59.0,49,3,52,-7.0
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",50.0,3.0,53.0,37,3,40,-13.0
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",41.0,2.0,43.0,62,2,64,21.0
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology) TAMIL NADU",40.0,0.0,40.0,40,0,40,0.0
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",39.0,0.0,39.0,39,0,39,0.0
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology) TAMIL NADU",59.0,0.0,59.0,59,0,59,0.0
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",59.0,0.0,59.0,59,0,59,0.0
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology) TAMIL NADU",60.0,0.0,60.0,60,0,60,0.0
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",59.0,0.0,59.0,59,0,59,0.0
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology) TAMIL NADU",58.0,0.0,58.0,58,0,58,0.0
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",59.0,0.0,59.0,59,0,59,0.0
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology) TAMIL NADU",59.0,0.0,59.0,59,0,59,0.0
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",59.0,0.0,59.0,59,0,59,0.0
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) TAMIL NADU",40.0,0.0,40.0,40,0,40,0.0
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",39.0,0.0,39.0,39,0,39,0.0
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) TAMIL NADU",58.0,0.0,58.0,58,0,58,0.0
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",58.0,0.0,58.0,58,0,58,0.0
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology) TAMIL NADU",59.0,0.0,59.0,59,0,59,0.0
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",59.0,0.0,59.0,59,0,59,0.0
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology) TAMIL NADU",58.0,0.0,58.0,58,0,58,0.0
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",59.0,0.0,59.0,59,0,59,0.0
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture) TAMIL NADU",29.0,0.0,29.0,29,0,29,0.0
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture) Other than TAMIL NADU",28.0,0.0,28.0,28,0,28,0.0
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology) UTTARAKHAND",14.0,4.0,18.0,18,0,18,0.0
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology) Other than UTTARAKHAND",14.0,4.0,18.0,18,0,18,0.0
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology) UTTARAKHAND",22.0,4.0,26.0,26,0,26,0.0
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than UTTARAKHAND",21.0,5.0,26.0,26,0,26,0.0
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology) UTTARAKHAND",15.0,5.0,20.0,20,0,20,0.0
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than UTTARAKHAND",17.0,3.0,20.0,20,0,20,0.0
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology) UTTARAKHAND",15.0,3.0,18.0,18,0,18,0.0
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology) Other than UTTARAKHAND",14.0,4.0,18.0,18,0,18,0.0
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) UTTARAKHAND",14.0,4.0,18.0,18,0,18,0.0
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) Other than UTTARAKHAND",14.0,4.0,18.0,18,0,18,0.0
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology) TELANGANA",36.0,0.0,36.0,36,0,36,0.0
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology) Other than TELANGANA",36.0,0.0,36.0,36,0,36,0.0
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology) TELANGANA",55.0,0.0,55.0,49,0,49,-6.0
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology) Other than TELANGANA",55.0,0.0,55.0,49,0,49,-6.0
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology) TELANGANA",55.0,0.0,55.0,55,0,55,0.0
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology) Other than TELANGANA",55.0,0.0,55.0,55,0,55,0.0
"National Institute of Technology, Warangal","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) TELANGANA",20.0,0.0,20.0,20,0,20,0.0
"National Institute of Technology, Warangal","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) Other than TELANGANA",20.0,0.0,20.0,20,0,20,0.0
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology) TELANGANA",68.0,0.0,68.0,68,0,68,0.0
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than TELANGANA",67.0,0.0,67.0,67,0,67,0.0
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology) TELANGANA",50.0,0.0,50.0,50,0,50,0.0
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than TELANGANA",50.0,0.0,50.0,50,0,50,0.0
"National Institute of Technology, Warangal","Mathematics and Computing (4 Years, Bachelor of Technology) TELANGANA",15.0,0.0,15.0,15,0,15,0.0
"National Institute of Technology, Warangal","Mathematics and Computing (4 Years, Bachelor of Technology) Other than TELANGANA",15.0,0.0,15.0,15,0,15,0.0
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology) TELANGANA",65.0,0.0,65.0,65,0,65,0.0
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology) Other than TELANGANA",65.0,0.0,65.0,65,0,65,0.0
